,username,beername,user_rating,user_review
3307,TheBricenator,Speedway Stout,4.5,"Look: Black as night and even my gentle pour initiates a billowing brown head that holds as a pillow and refuses to settle, eventually relenting and leaving sheets of lacing behind
Aroma: Espresso, roasted barley, baker’s cocoa, ethanol, blackstrap molasses, freshly baked bread, dark cherries, light earthiness, and piloncillo
Taste: Starts out with a ton of rich, dark chocolate that hinges on the edge of full-blown bitter cocoa and quickly joined by espresso, light cherry, and roast. These go back and forth with a nice bread/earthy profile in the middle with subtle caramel, molasses, and piloncillo hanging around, peeking in occasionally and closes with cocoa, coffee, and ethanol
Mouthfeel: Full, silky smooth, medium carbonation, and a smooth finish with a slight robust edge
Overall: This is outstanding stuff. I’ve only had this beer a few times in my craft beer experience and I forgot just how well-made and tasty it is, especially for such a big beer. Coffee, dark chocolate, roast, earthiness, malt sweetness, and alcohol come together in harmony to make this tasty libation and glad to have the chance to try it again. Recommended"
3308,Old_Guy,Wisconsin Belgian Red,4.41,"This was the first beer that showed me how complex beers can, truly, be. Our local grocery store for a village of approximately 600 has an excellent beer and liquor department.
They have a dedicated section of just New Glarus Brewing Company beers. They have all of New Glarus’ regular offerings plus their seasonal offerings too. I’m always looking for new beers to try and came across this. I have always liked anything with cherries in it. So I bought a 4-pack to try. Wow! What a great beer. To me it’s almost sour at first, but just let it sit in your mouth for a few seconds before swallowing and all kinds of flavor and magic happens.
At the time I bought this, unbeknownst to me, it was only a Summertime seasonal offering. To my disappointment when I went back later in the Fall it was all sold out for the year. So I had to wait until the following Summer before I could get and enjoy some more. It has since become one of New Glarus’ regular offerings. Yeah! I can enjoy it anytime now.
I’m retired now and I have told my friends that along with my numerous hobbies I’m also on a couple of quests in retirement. They are:
#1. Find the perfect Beer
#2. Find the perfect Bourbon/Whisky.
We are truly living in the golden age for this quest. With all the micro breweries and distilleries. I figure that I can sample a different beer, bourbon or whisky each day from now until I die and never run out of new things to try. Is this what they mean by “the golden years” when one retires?
I have not completed my quest but will keep trying and enjoy myself as I continue on.
This beer is right up there as one of my favorites. But I will not call it the perfect beer as that would put an end to my quest and I’m not ready for that yet.
Cheers! Everybody!"
3309,Rug,Wisconsin Belgian Red,4.3,"This is an ancient want of mine, as Imm pretty sure that for the longest time it’s stood as #1 in the very broad style of Fruot And Field Beer. I was never able to find this when I looked on MBC and then one day I just got lucky, because I found 5 New Glarus beers being sold together. All of the others have been pretty good to great, so I’m excited to dig into this legend

Pours a lightly cloudy reddish brown with 2 fingers of light beige head that quickly fades to a thin cap and leaves minimal lacing

I’m not gonna lie, the nose has an odd medicinal quality dragging it down just a bit, though it’s still mostly good. I’m picking up on aromas of tart cherry, brown sugar, jammy raspberry, bready malt, vanilla, lemon zest, and light cough syrup

Things improve significantly in taste, both amping up the tartness and making it feel like a cherry pie. On the front end of the sip I’m tasting tart cherry, lemon juice, brown sugar, dark bread, vanilla, tart raspberry, and light honey. The swallow brings notes of tart cherry, graham cracker, pie crust, lemon zest, raspberry candy, brown sugar, light pecan, and vanilla

A light medium body pairs with gentle tingling carbonation, resulting in a sharp beer. Finishes a tad sticky but is ultimately very refreshing

The aroma had me a bit worried, but this one redeemed itself in taste. I truly wish I had consistent access to this"
3310,Mdog,Wisconsin Belgian Red,4.34,"Appearance: Dark red, good sized pink head.

Smell: Cherries, tartness.

Taste: Nice sweet cherry flavor with a bit of tartness, a little syrupy feel.

Overall: Picked up at the source in New Glarus, I'm not a fruit beer guy, but this was quite tasty. The cherry flavor was more on the sweet side than tart or sour, so that was a plus in my book. Might even have to get a 4 pack sometime!"
3311,Bouleboubier,Wisconsin Belgian Red,4.65,"(12 oz bottle, obtained at the brewery two days ago... poured into a clear, plastic cup)

Compared to the Raspberry Tart, I found much more clarity and brightness in this liquid; foam built on the pour, but didn't persist long... on the nose: cherry cordial, pie cherries; bold and in 3D... on the palate: pie-cherry Heering, but not syrupy sweet; a Flanders red character slowly creeps up in the aftertaste over each sip, never subtly malty, but the dominant flavor is otherwise pie cherries... the balance this maintains in drinkability is remarkable; clean and almost crisp despite suggesting syrupy residuals; its body sports a lithe, drawn out curvature... another spectacular acheivement on their part, mesmerizing and moreish; another I haven't had in 9 years - glad I have some left! (2187)"
3312,Wiskeytango,Wisconsin Belgian Red,4.79,Drink it and you can see it’s world class ranking. Perfect cherry brew exploding with taste
3313,OldManBrodie,Wisconsin Belgian Red,5,As perfect a beer as you could find. The Door County cherries are as delicious in alcoholic form as they are in pies or raw. The deep red color mirrors the incredible aroma and full flavor of this champion.
3314,BigFur_4S,Wisconsin Belgian Red,5,"I might be biased since a won a Beer vs Wine dinner with this beer on my dessert course. You can tell they somehow get 16 cherries into this bottle, and not in a bad way. Its a little fizzy on your lips during the entire experience from the carbonation. This is the most unique tasting ""Beer"" I've had the chance to drink. Its thickness is enjoyable since it doesn't stick to the inside of your mouth. Everyone should make the drive to Wisconsin to enjoy this beer."
3315,Eddie_Kobane,Wisconsin Belgian Red,3.5,"Good beer but too sweet, needs a higher ABV than 4% for the 4pk price. A little to cough medicine taste."
3316,JamesPatty,Wisconsin Belgian Red,4.84,The perfect mix of sweet and tart! It’s way better than Sam Adams Cherry Wheat
3317,drdiesel9483,Raspberry Eisbock,3.9,"Look - reddish brown with slight tan rimming.
Smell - raspberry grainy booze
Taste - about the same as the smell but not boozy when cold, boozy when warm
Feel - medium body slight syrup and carb
Overall - lots of raspberry and I wonder how much it covers up everything else"
3318,Bouleboubier,Raspberry Eisbock,4.19,"(375 ml bottle, 2022 vintage; purchased cold at the brewery last week... poured into tulip glasses)

Pours a touch cloudy; red-brown liquid, little foaming... raspberry juice dominant, with a touch of brown bread on the nose; mellow expression of perfumy brandy-like booze... on the palate: notably booze-forward, but not quite vinous-like; raspberry-dominant, but never even moderately sweet; the fruit and base beer seem to fight for contrast, a muddy affair that thankfully opens up and gains more depth over the course the journey through the glass... textures: lager-like clean finish, body attenuated in part by the hefty strength; warmer, the flow starts to develop a delicate roundness, but the palate is repeatedly stunned by hot flashes of ethanol... grateful for finally having tried this; while it does offer some interesting sensations, its taste leaves much to be desired; I would definitely try their other flavored eisbocks regardless (2191)"
3319,REVZEB,Raspberry Eisbock,3.66,"Brownish red murky body, cream colored head. Smell has that rustic boozy raspberry aroma leading, slight almost toasty yeast and sweet malt supporting. Taste is raspberry cough syrup with light booze backing, the aftertaste is reminiscent of homemade schnapps in the mountains. Feel is light and smooth but has that booze burn on the finish, which is typical for style honestly, big sugars add to this burn though. I have had better eisbock, the fruit here didn't add anything for me, if anything the sweetness knocked the balance of the beer further out of kilter"
3320,pathman,Raspberry Eisbock,4.25,06/04/23 bottle @ home
3321,Jwale73,Raspberry Eisbock,3.76,"2007 vintage. 6.3oz. Bottle / 13.8% abv. Pours a deep claret hue with no head. Nose expresses an abundance of raspberry (surprising, given the age), as well as a hint cocoa in the background. Taste consistent with nose; however, oxidation has definitely set in and there are some vinegar notes at the finish. Mouthfeel is light in body with a still carbonation. Overall, interesting and still complex, despite being past it’s prime."
3322,Sludgeman,Raspberry Eisbock,4.47,"Purchased this one at the brewery and muled it back home in my luggage. No ABV on the bottle. 12.7oz bottle, capped and waxed (red wine colored). Poured into a small-stemmed tulip.

I love this beer. The oxidation is what struck me at first, but the raspberry makes more of an impression as the session continues. 4.5

A – Pours a dark amber with a wine impression. Clear with a very small tannish head that disappears quickly leaving a ring around the glass. Average lacing and good viscosity on the glass. Looks like an old ale. 4.5

S – Raspberries, but not overwhelming. Some vinous qualities and oxidation like an old ale. No noticeable hops. 4.25

T – The ABV is slightly noticeable. Raspberry is faint and much less than perceived in the aroma. Very wine-like. No noticeable bitterness. Faintly sweet, which only adds to the taste and the drinkability. 4.5

MF – Medium bodied with a semi-dry finish. Some very minor astringency and even some citric acid at the end. 4.75"
3323,Rug,Raspberry Eisbock,4.42,"2016 vintage

Now this is a beer I’ve wanted for a long time. Kuhnhenn doesn’t distribute out in Mass, so I’m thrilled to finally get my hands on this, the highest rated Eisbock on BA. Eisbock is a style I’d love to find more of in general, but one this highly regarded is exciting. Let’s pop it open

Pours a muddy brown with a finger of off white head that quickly fades to a thin ring and leaves minimal lacing

Wow, the nose on this is incredibly expressive and spirit driven, it’s so complex. I’m picking up on aromas of tart jammy raspberry, cherry cordial, milk chocolate, sweet caramel, port wine, brown bread, raisin, nutty malt and sticky molasses

It loses its tart edge in taste, and maybe that’s a function of its age, but it is still complex and tasty. On the front end of the sip I’m tasting jammy raspberry, cocoa powder, brown sugar, sweet wine, fig, and brown bread. The swallow brings notes of cherry cordial, cocoa powder, port wine, sticky molasses, jammy raspberry, toffee, and earthy wood

A medium body pairs with very gentle carbonation, resulting in a boozy and slick beer. Finishes neutral with a little tingle, but drinks well below the listed 15.5%

While the taste was lacking a bit, this was still a fantastic beer! I definitely need to get my hands on a fresh bottle some day. It is very close to a liqueur or just a straight up raspberry filled chocolate, but the complexity sets it apart"
3324,Luscious_Malfoy,Raspberry Eisbock,4.43,"poured from a 375mL bottle into a snifter. pours a murky, dirty ruby red with a finger of sandy brown foam head. raspberries aplenty on the nose. a tinge of chocolate malt and even a faint whiff of alcohol burn. more raspberries on the taste with a lovely chocolate and malty background. not that there is anything wrong with the nose but the flavors are so much more complex than the aromas would lead you to believe. really smooth for such a high ABV. thick, full mouthfeel. very hard to tell this one is 15%. it’s a sipper for sure, and while it carrie’s qualities of old ales and doppelbocks alike, it drinks like an 8% fruited stout. really interesting style of beer. hope to try more of this style."
3325,jzeilinger,DRIPA (Double Rice IPA),4.18,"Canned on: 12-1-23
Many thx to The_Kriek_Freak for sharing this can.

A - Light medium gold with low carbonation.

S - Citrus and a distinct rice malt base.

T - Resiny from start to finish with a little bit of rice in the base. Ends with a lingering citrusy resin bitterness.

M - Medium body with light carbonation.

O - An interesting, flavorful take on a D-IPA with the use of rice."
3326,The_Kriek_Freak,DRIPA (Double Rice IPA),4.47,"A very unique type of a double India Pale ale. The rice contributes a surprising amount to both the nose and the flavor, but also the mouthfeel. Intensely hopped, both in terms of aromatics and bitterness. Lots of malty sweetness to balance things out. A great beer."
3327,Bouleboubier,DRIPA (Double Rice IPA),4.31,"(12 oz can, canned on 07/11/23; purchased cold single from brewery this week... poured into my Chouffe tulip)

L: amber-colored, mostly-clear liquid; ultra-tight, jiggly white foam... head settles into thin collar, lacing in long, thin drip bands

S: blackberry taffy, fruity pancake syrup, apple-berry fruit rollup, hint of lavender... one of the more unique IPA aromas I've ever sniffed... perfumy subtle alcohol highlights... altogether potent, if rather hazy/muddy in expression

T: much of the same on the palate; almost green oniony spice buzzing in the aftertaste... berries, currants, drenched in citrus peel oils... I can't help but suggest this has rather English strong ale hop/malt character/interplay; malt has perhaps a delicate honeyed bran muffin note to it

F: aside from its near bracing bitter sting, amplified by the ethanol and a soft carbonate sizzle, this drinks like a light-medium-bodied white wine... slight singing heat builds on the palate roof over time

O: a lot of their beers have a distinct flavor to them, and this is no exception... a uniquely flavored IPA that drinks like a (hop) resin-ravaged tripel (2190)"
3328,drdiesel9483,DRIPA (Double Rice IPA),4.06,"Look - bright copper and clear with a nice off white head
Smell and Taste - Classic citrus grain Imperial IPA
Feel - medium body with a lighter crisp carb
OVerall - fairly standard but still nice"
3329,BigIronH,DRIPA (Double Rice IPA),3.75,"Big citrus and pine resin notes. Taste follows suit with ripe orange and grapefruit fins hint bitter. Very soft mouthfeel. Overall, well above average."
3330,Sludgeman,DRIPA (Double Rice IPA),4.58,A rice ipa. Super clear golden. Looks like a budweiser but with a nice lacing. Smooth slightly sweet. Kuhnhenn call it west coast ipa but the high ABV and sweetness covers up much of the bitterness. Very good but not a classic west coast. Reminds me of a Founders Hopslam. Tender says they get that comparison often but that Kuhnhenn came out with the DRIPA five years before Founders figured it out!
3331,stevoj,DRIPA (Double Rice IPA),4.01,"12 oz can from Tavour. Hazy golden pour, fizzy head. Aroma is hoppy and lghtly fruity. Taste brings smooth malts with a huge hoppy bite. Light orange, minimally sweet. Bitterness stays on the palate. Sublime, smooth and strong."
3332,RoyalT,DRIPA (Double Rice IPA),4.17,"Appearance – This is a very hazy dull yellow with a nice off-white head that dissipated rather quickly.

Smell – The big lemon stands out in this unsweetened fruit nose. Lots of citrus and a bit of straw.

Taste – More lemon at the taste and a bit of malts that were hard to find at the nose. The hops are resiny with a hint of pine and very little sweetness.

Mouthfeel – This is medium-bodied and extremely dry. The dryness is massive at the finish, probably too much for the uninitiated.

Drinkability – Good thing the bitterness slows you down because at nearly 10% ABV it is a heavy hitter."
3333,jkh15,DRIPA (Double Rice IPA),4.71,"Fantastic. Nice hope flavor but crisp, clean, refreshing. Great beer."
3334,Mdog,Raspberry Tart,3.77,"Appearance: Dark ruby, good light pink head.

Smell: Raspberry and pretty strong tartness.

Taste: Tart and acidic with the raspberries in the background. Mix of tart and raspberries in the finish. Light bodied.

Overall: The other mainstay fruit beer from New Glarus, Raspberry Tart follows its name and provides a tart raspberry experience. I would have preferred more raspberry and less tart, but oh well. I prefer the Belgian red."
3335,Bouleboubier,Raspberry Tart,4.7,"(12 oz bottle, obtained at the brewery two days ago... poured into a clear, plastic cup)

Cloudy, raspberry red liquid; some lasting foam in the form of a collar... redolent raspberry on the nose... raspberry pie on the palate, fruit and dough; approaching fruit shrub in its acidity; mesmerizing dimension and expression of the raspberry flavor... the tart tingle invigorates my senses; its body has a lazy plushness to it, almost but not quite nectary... an aptly named beer; this was my first time having it in about 9 years, and I was in heaven; looking forward to sharing some with friends back home (2186)"
3336,The_Kriek_Freak,Raspberry Tart,4.49,The beer pours a dark red with a beige-like head that offers wonderful lacing. The aroma is of raspberry preserves and berry pie. Lovely flavor balance with both sweetness and tartness being present. Chewy mouth feel and long tart aftertaste. A really tasty sour.
3337,Tree_powers,Raspberry Tart,4.72,What do I say about one of the best beers of all time. It's a shame that it's only available in Wisconsin but probably a good one for my body since it would be stocked all the time if I could get it
3338,TommyG22,Raspberry Tart,4.44,I had stayed away from this beer thinking it would be really sour/tart. It is not. Just enough tartness so that it is not overly sweet. Will put this one on repeat buy list.
3339,cyclonece09,Raspberry Tart,4.28,"Poured from a bottle into a pint glass. Pours deep red with an off white-red head. Smells of raspberries, very inviting. Tastes of creamy raspberry, nice and sweet, yet nice and tart. Beer is light bodied and easy drinking, good carbonation. Overall, a very good beer."
3340,dcotom,Raspberry Tart,4.7,"Poured from a 12-ounce bottle into a Zwanze 2018 logo stemmed goblet because it seemed like the right thing to do. The color approximates a murky and slightly watered-down cola, with a short snow-white head that left lots of spotty lacing. No question in my mind as to why this is among the top-rated beers of its style. It's fruit forward, with lovely aromas of raspberry jam balanced with notes of light breadiness. It's sweet, but not cloying. It's tart, but not overpowering. It has good carbonation and very low bitterness. It finishes perfectly dry. This made an ideal pairing with grilled chicken, and I could imagine that it would be absolutely stellar with crackers and aged Wisconsin cheddar. The only downside is that it's available only in Wisconsin, but who doesn't like a nice road trip once in a while?"
3341,Captain69,Raspberry Tart,3.56,very tart nice raspberry taste but i liked their cherry better
3342,hbeimers,Raspberry Tart,4.15,"This is very close to what I imagine a raspberry soft drink would taste like. It's very sweet, which in my opinion is the biggest downside, but otherwise is an amazing beer. Definitely more sweet than a typical fruit lambic or the belgian red."
3343,papposilenus,Marshal Zhukov's Imperial Stout,4.27,"From a… I don’t know what size bottle this is - maybe a 22oz bomber? It’s been awhile. At any rate, the volume’s not shown on the label. Bottled 09/25/19. Discovered tucked away somewhere-or-the-other while cleaning out Brewtopia. Served in a preternaturally fragile Spiegelau BA tulip-sort-of-gobletty thing.

Pours molasses-black with burnt caramel highlights and a scant finger of fizzy, muddy-brown head. Head retention is on the order of maybe 10 seconds before imploding, leaving pretty much the narrowest collar possible and a thin, oily film in lieu of any actual lacing.

Nose is rich, sweet and majorly boozy. Aromas of brown sugar caramel, black licorice and molasses. 

Taste is sort of roughly in line with the nose but less sweet than anticipated and more herbal and earthy. Tasting blackstrap molasses, leather and cedarwood. Soy sauce is notable but not unbearable. The long, slow, mellow finish is an unctuous melange of buttery toffee and aromatic woodiness.

Falls down a little on the mouthfeel. Slick, slippery and mouthcoating. A bit flabby feeling albeit with fine, prickly carbonation. An enormously belly-warming, boozy finish.

Just the ticket for a bitterly cold February night in New Hampshire when I’m not running the woodstove because I’m leaving the house for a few weeks to drive south for the rest of the winter… there, see now, when I type a run-on sentence like that, I know to check the bottle for the abv and, sure enough, there it is, it’s 11.2%. A little fore-taste of Tampa. In summation: doesn’t look like anything special which no surprise, smells fucking awesome, tastes pretty darn good barring a slightly tacky aftertaste not previously mentioned, and the mouthfeel leaves me feeling vaguely unsatisfied. So, a mixed bag."
3344,SaCkErZ9,Marshal Zhukov's Imperial Stout,4.39,"Dug deep into the cellar for this one. There is no date on the bottle but my guess is that I have had this for about 10 years, maybe more. It’s the yellow label version. 

Pours a motor oil thick black color. This thing is as dark as the night in Hades. No light penetrates this at all. It is topped with a one finger sized, lightly milked coffee color head and presents wonderful lacing down the side of the glass. 

Aroma is still quite special. Dark fruit and figs, coffee, tobacco, and soy sauce. 

Flavor profile is a slight let down. It is a little sweet. Flavors of astringent coffee, more tobacco, raisins. Even a little bit of smokiness to it, kind of like cigarette ash. 

I have never had this fresh but the 10+ year old version held up remarkably well. Probably not the best beer to drink in a 90F afternoon but it was still enjoyable."
3345,woemad,Marshal Zhukov's Imperial Stout,4.44,"EDIT: The flavor of this beer fooled me into thinking it was bourbon barrel aged. It's not. Nevertheless, I thought it was when I reviewed it. Bear that in mind.

22oz bomber received courtesy of Roguer. Bottled on November 6, 2018(!) Georgi's smiling face is gazing out from the label.

Poured into a stemless wine glass, this was a deep, dark brown, to all intents and purposes black. Big, creamy,mocha colored head initially, but it dropped away fairly quickly. Spotty lace.

Nose is is of bourbon, fudge, vanilla (probably from the bourbon barrels), brown sugar, and a maduro cigar.

Boozy up front, with the flavor from the bourbon barrel aging most prominent. There's also flavors of fudge, coffee, molasses, vanilla (undoubtedly from the bourbon barrel aging), and even a bit of something that reminds me of marshmallows. Really well balanced. Big, but approachable.

A little thin in the body for the style, but not to a deal-breaking point. Creamy mouth feel.

I was initially thinking it might be interesting to lie this down for a couple years to mellow, but it appears that has already happened, and then some. Makes me think that when fresh, this had a hell of a big barrel blast to it. The booziness, while noticeable, is not over the top, so it's not something that I'm finding unpleasant. Apart from the body seeming a little thin the only criticism I can make is that I'd rather have this in a 12 oz or 16 oz format, then a full bomber. But, hey, beggars can't be choosers, and I'm thrilled to scratch this one off my wants list."
3346,ryan1788a5,Marshal Zhukov's Imperial Stout,4.57,"22oz bottle poured into a small snifter. No date on the bottle that I saw, but I've owned it for 3-4 years and had bought it on the fresh side.

A: Oily black in color. An aggressive pour manages to kick up an inch and a quarter of dark brown head. It settles out into a very thin cap after a few minutes. Very fine-bubbled and thin lacing.

S: Chocolate fudge sauce and brownie batter, dark chocolate, bit of espresso, lots of woody roast with some soot and char. A good dose of earthy hops. Dark fruit esters manifest in the form of black cherry skins and blackberry. 

T: More or less follows the nose. There's a sweet brownie batter/fudge sauce impression up front, but that quickly gives way to roast. A lot of woody roast and espresso-type flavors take a firm hold. Great dark fruit flavors of black cherry skin, blackberry jam, and just a touch of black currant sauce. A very quick brush of stiff alcohol it nestled in amongst the dark fruit. Earthy and piney hops ride up on the back end and close out a drying finish alongside some trailing roast and smoke. 

M: Thick and rich in body. Almost but not quite coating, though there's a definite viscosity to the feel. Chewy. Amply carbonated with a fine-bubbled lift. There's a definite sense of heft, but it's fermented well enough that there aren't enough residual sugars left to tip it into sludgy territory. It strikes a good balance in that way.

O: Cigar City has nailed the Russian Imperial Stout style. This has a brawny, yet very classic feel. Style purists that eschew the pastry stouts and want a more no-frills, perfectly executed RIS will want to find a bottle to appreciate. It really doesn't get much better than this."
3347,Whyteboar,Marshal Zhukov's Imperial Stout,4.35,"Poured that lovely black into the snifter and provided a light brown head that took its time to dissipate.
Aroma was dark fruit, molasses, malts. No hint of bitterness.
The taste started where the nose left off and went from there. The malted base is definitely in command but the dark fruits steeped in sweet molasses were layered in quite nicely. There was just a touch of bitterness that seemed to punctuate the flavors and keep it all from actual sweetness.
The feel was smooth and viscous, I've had thinner BA stouts. Nicely done.
Worth seeking out, or at least picking up a bottle if you can find one."
3348,Roy_Hobbs,Marshal Zhukov's Imperial Stout,4.19,"Appearance is pretty spot on for the style. The deepest of browns / bordering black, and fully opaque. A fairly aggressive pour produced roughly half an inch of deep khaki colored head that receded to a thin ring. Aroma is fairly rich, with molasses and faint toffee complementing some base roast notes. Taste and feel are where this beer really starts to shine. There's a nice complexity to this. Bitter roast leads the way, but is well balanced by some sweeter flavors that I can't call out individually but that definitely add to the experience. Almost a little bit of cinnamon spice on the finish. Full bodied and smooth. Very tasty."
3349,CarolinaCardinals,Marshal Zhukov's Imperial Stout,4.5,"Picked up a 22 oz bomber from The Fresh Market in Hendersonville 12-10-21 for $21.99. No bottling date; consumed 3-18-22. Guessing this is a 2020 or 2021 edition.

Beer poured black as night with a nice brown head.

Nose is lovely, full of roasted malts, dark fruits, and floral hops.

Taste is really well done. Malt base is huge with a nice medium to heavy roast that emits notes of espresso, cherry, and some licorice. Finishes very well balanced with no suggestion of sweetness and a nice warming with each sip on a cool rainy day.

Mouthfeel is awesome as i look for in this style. Full bodied and near perfection with the viscous and smooth mouthfeel.

Overall a world class imperial stout that is right up there with the best non BA versions i have had! Worth the splurge, will look for this in cans next go around."
3350,sjrider,Marshal Zhukov's Imperial Stout,4.35,"On tap at the source - dark like used motor oil with quickly dissipating khaki head leaving a ring of tiny bubbles. Nose is bittersweet with chocolate ,coffee, roasty malt and molasses. Taste follows to a T. Slight alcohol creep lingers on the finish. Damn tasty!"
3351,Craig-er,Marshal Zhukov's Imperial Stout,4.39,"Purchased at Berts Better Beers in 2019. It did have an opportunity to rest for 3 yrs. The head quickly dissipated after a few moments. A heavy bodied stout. Smell consisted of bittersweet chocolate, taste was of cinnamon, espresso, that lingered on the palette for over 2 minutes. A spectacular RIS."
3352,trevormajor,Marshal Zhukov's Imperial Stout,4.7,"22 oz bottle, probably a 2021 vintage but not sure, poured into a pint glass at 55 degrees F:
L - black as night, with a soft hazelnut head that quickly disappeared into the Russian night....
S - molasses, chocolate, coffee
T - the blackstrap molasses dominates, but also notes of chocolate, coffee, and roasted malt
F - very thick with almost no carbonation, just the way a big stout should feel
O - excellent beer, picked this up in a bottle shop in Largo, FL. Makes me really want to try the other Cigar City Stouts that are so hard to find in the midwest"
3353,SHODriver,Kriek 100% Lambic,5,"Cork says 2013 on it

A: Poured into a tulip glass to a beautiful deep red which is topped by a dense and slightly rocky two fingers of pinkish head which fades slowly to a small mat with minimal lacing
S: Smells of funky oak with some sourness along with a touch of cherry
T: Taste is bright and acidic cherry up front followed by some funky oak, more acidity, a little furniture polish, hints of yeast, along with some more nice cherry flavor. On the finish there's more sourness, funky oak, hints of barnyard, cherry, and lingering hints of oak.
M: This beer has a body which is on the lighter side of medium. Carbonation is light but effervescent while the beer has a drying finish due to the acidity.
O: This is incredible. I definitely should have popped this one sooner, but it still drinks incredibly well. Great flavors and a really nice amount of complexity on top of aging beautifully."
3354,wedge,Kriek 100% Lambic,4.31,"Bottled: 27 June 2016

Slightly hazed garnet with a fat sticky pinkish head that retains nicely. Aromas of wet hay and wood, leather, mellow warm cherry spice. Damp wood, lemon, tobacco leaf, with most of the cherry flavor coming after swallow. Medium light and tart, but not overly puckering. Delicious!"
3355,beerwithmeIRL,Kriek 100% Lambic,4.78,"375ml Bottle - Pours ruby red with a 1.5 finger off-white foam head that dissipates rapidly. On the nose, notes of sour cherry are prominent, followed by weaker floral notes and oak. On tasting, cherry tartness comes to the fore with a gentle sourness that lingers. Earthy notes, oak and citrus are also evident in an outrageously complex and beautiful beer. Great mouthfeel with excellent carbonation and a dry finish."
3356,cambabeer,Kriek 100% Lambic,4.64,"Bottled: February 2016, drank August 2023.

Ruby red and brown cloudy body. Rose white head that leaves a thin cap of tight bubbles. Nose is cherries, hibiscus, rose, barn, wet earth, oak and funk. Taste is tart cherries, lemon, oak, earthy, wet cloth. Feel is smooth and effervescent champagne bubbles with soft and semi dry finish. 

Delicious, fruity, sour and earthy with some funk."
3357,drdiesel9483,Kriek 100% Lambic,3.55,"Kriek 100% Lambic Bio (2013) - drank in 2023
Look - red auburn with fantastic rimming
Smell and taste - slight tart cherry
Feel - dry and crisp
Overall - a little to dry but you still get the tart cherry"
3358,sokol_1993,Kriek 100% Lambic,4.5,"Got one from Ma Che in Rome. Overall a beautiful representation of the style! Very fruity, and puckery at first, but then the malt back started to appear and balance the sourness."
3359,johnnnniee,Kriek 100% Lambic,4.27,"Bottle from Etre 
Bright brick red color with a light opaqueness and a good sized white head with a hint of pink in it. Solid earthy funk and lemony lactic tartness with huge cherry aroma flavor and tartness to round it out. This beer is beautiful I wish it were more available."
3360,Hat_Fulla_Beer,Kriek 100% Lambic,4.53,"750ml bottle poured into tulip. It's about goddamn time I found something from this brewery. Date on bottle says May of '22.

Pours lingerie red with half a finger of pink head that quickly sinks away without leaving lace.

Smells incredible. The second I pull the cork, the room fills with the smells of cold cherry pie, lemon juice, muddled stone fruit, rustic barnyard hay aromas, oaken barrel staves, wild blueberries, dried vanilla and cookie dough.

Tastes of intense lemon, black cherries, sliced peach and apricot, more vanilla oak notes, mixed berries, faint chocolate and more musty barnyard notes.

Feels soft and mild. Medium bodied with gentle carbonation. Finishes sour.

Verdict: Vigorously recommended. The work of masters."
3361,AElfwine_Nerevar,Cuvée De Castleton,3.86,2017 vintage
3362,VoxRationis,Cuvée De Castleton,4.49,"Decanted from a 12.7 oz (375 ml) bottle into a conical pint glass; 2017 vintage.
A: Pours a clear, golden color with a short-lived with large bubbled white head disappears rapidly. No lacing at all.
S: Sharp. Aromas of apple, pear, vanilla, and Chardonnay grapes. 
T: Semidry and pleasantly tart. Flavors largely follows the nose. Very drinkable.
M: Medium bodied with medium carbonation. Goes down very easily.
O: Well made, highly palatable sour which I could see in numerous pairings. A bit pricey."
3363,Maxms,Cuvée De Castleton,4.23,2017 bottle has higher 8.4% ABV. Great sour with. Strong grape notes and smell. Some toasted oak. Although this brewery has better options - Hops N’Roses.
3364,unclejazz,Cuvée De Castleton,4.38,"Great grape, prefer this to Rosso and Hops n Roses. All other beer/wine hybrids could learn something from this beer."
3365,Lanoke12,Imperial Stout,4.55,Perfect example of the imperial stout style. Ages very well in the cellar and gets better over time. This beer really warms you up on a cold winter night.
3366,not2quick,Imperial Stout,4.71,"2015 vintage

Look- pitch black with a thick dark mocha head. Very tight bubbles that slowly dissipate.

Smell - dark cocao and roasty malt

Taste- chocolate up front with coffee notes on the finish 

Feel - creamy with light carbonation. A little chewy

Overall- Not sure if this is one of those beers at just the right time moments, but this just hit me hard. Was really feeling it and was super impressed for this 8yr old stout. Almost no signs of oxidation. Drink em if ya got em!"
3367,BitteNochEinWeissbier,Imperial Stout,4.56,"12 oz bottle
Bottled On Date: 11/20/2016
Consumed on: 20 Nov, 2022
Glass: Snifter
ABV: 10.5%
Serving Temp: 49.3 F


Look: 
Jet black with a brown head that is very thin. The head quickly dissipates to a ring with some film over parts of the beer. What lacing exists is excellent.

Smell: 
Dark, bittersweet chocolate and coffee. Char. Molasses. Anise. Caramelized and somewhat burnt sugar. A fair amount of earth.

Taste: 
An earthy and bitter hit up front, but nothing overwhelming. This becomes char, dark chocolate, and some coffee. Molasses and anise follow. The earthy notes return towards the end. The sip finishes bittersweet and this lingers into and through the aftertaste which is very much unsweetened chocolate.

Feel: 
Silky and mouth-coating. A nice warmth from the alcohol. The body is only a shade or 2 lighter than full.

Overall: 
An excellent (Russian) Imperial Stout. One of my favorites of the style. I buy it when I see it. Which last was in 2019.

I purchased this beer fresh back in December, 2016. It has been in my cellar ever since. It has handled its age (6 years) quite well I would say."
